Row,Component_1,Component_2,Component_3,Component_4,Component_5
lh_inferiortemporal-lh_posteriorcingulate,-1.47425642367125e-05,-5.00383790256952e-06,-1.52598529452251e-05,-7.85032047551303e-05,-4.97212513183069e-05
lh_inferiortemporal-lh_precentral,-2.01695269438631e-05,-1.79565315915301e-05,-1.45630782692358e-05,-1.64985695881026e-05,-1.55501468759247e-05
lh_inferiortemporal-lh_precuneus,-1.57190343040581e-05,-1.24619315310947e-05,-2.43508489958698e-05,-3.50165696368592e-05,-4.7339007266041e-05
lh_inferiortemporal-lh_rostralanteriorcingulate,-2.85202074383747e-05,-2.7231990538957e-05,-3.07967984497559e-05,-4.58983133758797e-05,-4.58111160076903e-05
lh_inferiortemporal-lh_rostralmiddlefrontal,-3.58645864043448e-06,7.09821782985938e-06,9.72193151221475e-06,-1.26315554412318e-05,-1.5532133388429e-05
lh_inferiortemporal-lh_superiorfrontal,-2.06737691103774e-05,-1.94031361068668e-05,-3.03352613380888e-05,-5.08154417141845e-05,-7.80789892440524e-05
lh_inferiortemporal-lh_superiorparietal,-2.62363655270835e-06,1.91199792197085e-05,1.73926024591e-05,7.57101756506887e-07,-4.96346348548505e-05
lh_inferiortemporal-lh_superiortemporal,-2.08291914998148e-05,-2.35189416587814e-05,-3.89735946622819e-05,-4.99906591685814e-05,-4.48000811238846e-05
lh_inferiortemporal-lh_supramarginal,-1.64589069631312e-05,-1.63601613439999e-05,-1.63239157570615e-05,-1.97212538444891e-05,6.03658287716332e-06
lh_inferiortemporal-lh_frontalpole,-1.48031129939097e-05,-1.0286363803069e-05,-1.62617793870123e-05,-6.00668938612476e-06,-3.78050732403094e-05
lh_inferiortemporal-lh_temporalpole,-9.82355587694387e-06,-3.71337608594252e-06,-3.62007792600999e-05,-7.09245478519682e-05,-4.94069035577629e-05
lh_inferiortemporal-lh_transversetemporal,-2.13130713925481e-05,-2.46476959334509e-05,-3.46890724607619e-05,-1.11934262885781e-05,4.33981960038212e-05
lh_inferiortemporal-lh_insula,-1.62700905729371e-05,-1.19155465558315e-05,-4.05655802299838e-05,-6.19805188393701e-05,-7.616967104908e-05
lh_inferiortemporal-rh_bankssts,-1.69667584533734e-05,-1.74368375074298e-05,-2.09743727332309e-05,-1.38093212669883e-05,-1.05775845272584e-07
lh_inferiortemporal-rh_caudalanteriorcingulate,-4.39619374914156e-06,1.26786764008045e-05,2.19896399614377e-05,-3.75147025769304e-05,-2.33838423389903e-05
lh_inferiortemporal-rh_caudalmiddlefrontal,-8.39096612356922e-06,6.78474228928452e-06,2.53658792687701e-05,4.29893378499523e-05,6.28270113613441e-05
lh_inferiortemporal-rh_cuneus,-4.49519879068939e-06,3.05290021894324e-06,-5.70342893300763e-05,-3.28687086135403e-05,-7.33807730378188e-06
lh_inferiortemporal-rh_entorhinal,-1.0480945960755e-05,-9.96869549162228e-06,-1.56694024728735e-05,-9.39169412467401e-06,2.66976151713053e-05
lh_inferiortemporal-rh_fusiform,-1.62247577137257e-05,-1.26103051785624e-05,-1.97768955156043e-05,-1.77417658101735e-05,7.1801850501445e-06
lh_inferiortemporal-rh_inferiorparietal,-1.27336834912665e-05,-8.07933079852758e-06,-6.70147471710171e-06,-1.47773991318204e-05,-2.73612242203397e-06
lh_inferiortemporal-rh_inferiortemporal,-1.1677363880524e-05,-1.13265253388481e-06,2.9148544600199e-05,4.57843831027577e-05,6.92196248252465e-05
lh_inferiortemporal-rh_isthmuscingulate,4.00737885339452e-06,1.94119336058444e-05,-8.56796136038183e-06,-4.18122564393764e-05,-6.3745862162232e-06
lh_inferiortemporal-rh_lateraloccipital,-2.86005819657006e-06,1.49389203878262e-05,7.57673878155285e-06,2.3852928397515e-05,1.33137163857123e-05
lh_inferiortemporal-rh_lateralorbitofrontal,-1.58613181212781e-05,-1.03824462892658e-05,-5.07732805831888e-06,-7.69239377522596e-06,-1.64982033728821e-06
lh_inferiortemporal-rh_lingual,-1.53683169152936e-06,1.45381145265839e-05,-2.46382779710375e-05,-5.60135897811452e-06,-4.16334427654324e-06
lh_inferiortemporal-rh_medialorbitofrontal,-1.48168214720157e-05,-1.29657069590697e-05,-2.522020484705e-05,-6.5054379620762e-05,-8.63573709268331e-05
lh_inferiortemporal-rh_middletemporal,-1.90682570515865e-05,-2.12802427369621e-05,-2.49261818392748e-05,-4.41948791808591e-05,-4.68977494276221e-05
lh_inferiortemporal-rh_parahippocampal,-1.1806504585591e-05,-1.21326279381189e-05,-3.64434985566806e-05,-5.72417477458481e-05,-4.79774102122836e-05
lh_inferiortemporal-rh_paracentral,-1.76860837841619e-05,-1.45801462919399e-05,-1.75547884015036e-05,-1.22777681280372e-05,-5.00239178821593e-06
lh_inferiortemporal-rh_parsopercularis,-1.30513125713562e-05,-2.87693074265404e-06,5.84169552202941e-06,7.50464303195164e-07,4.41751986903949e-06
lh_inferiortemporal-rh_parsorbitalis,-5.75622657475385e-06,9.00030306507848e-06,2.73171265569978e-05,2.08007464821197e-05,-1.59704377227389e-05
lh_inferiortemporal-rh_parstriangularis,-4.40911823331125e-06,9.65260272016813e-06,2.52468622968927e-05,2.69190290343354e-05,3.00535170375044e-05
lh_inferiortemporal-rh_pericalcarine,2.96219197612825e-06,1.26911158124944e-05,-3.16584647866492e-05,-1.2088997537754e-05,-2.60925454279018e-05
lh_inferiortemporal-rh_postcentral,-9.47558560928637e-06,1.71813850452422e-06,-8.88188544931291e-06,-1.30023317426622e-05,-1.79814052806775e-05
lh_inferiortemporal-rh_posteriorcingulate,-1.25243480710445e-05,-3.90905823375239e-06,-2.12084589503327e-05,-9.55535405269893e-05,-5.9579570985824e-05
lh_inferiortemporal-rh_precentral,-1.47396684462335e-05,-6.42747458389284e-06,6.92223924293023e-06,2.06804356109798e-05,3.10831237351584e-05
lh_inferiortemporal-rh_precuneus,-1.58928600051105e-05,-1.46306146626882e-05,-3.41856578862371e-05,-4.95435592891373e-05,-6.25257285864859e-05
lh_inferiortemporal-rh_rostralanteriorcingulate,-2.70618917789762e-05,-2.66626729376449e-05,-2.78894013754406e-05,-3.98085915553951e-05,-5.83292885349001e-05
lh_inferiortemporal-rh_rostralmiddlefrontal,2.11237360844508e-06,1.85505775487791e-05,2.41291481958566e-05,1.14380662204044e-05,2.17886193366968e-05
lh_inferiortemporal-rh_superiorfrontal,-1.99431239536269e-05,-2.02425460070496e-05,-3.54785945007288e-05,-6.33957117279862e-05,-9.82727776259532e-05
lh_inferiortemporal-rh_superiorparietal,1.55060371318867e-07,2.1965149351699e-05,2.08997431907558e-05,6.43177995869678e-06,-4.33365200126368e-05
lh_inferiortemporal-rh_superiortemporal,-2.28082483032437e-05,-2.51834487937908e-05,-4.42474378002812e-05,-6.79148772022217e-05,-8.61809408078849e-05
lh_inferiortemporal-rh_supramarginal,-1.5102634681348e-05,-1.12087211419269e-05,-2.60068375046532e-06,5.8295825841712e-06,4.70310046165332e-05
lh_inferiortemporal-rh_frontalpole,-1.55844905836016e-05,-1.25074629873046e-05,-2.11654152896526e-05,-1.10871719380138e-05,-3.23321244676202e-05
lh_inferiortemporal-rh_temporalpole,-8.28721609511086e-06,1.31508655080659e-06,-2.85713160545212e-05,-5.93499724139432e-05,-2.22292687995486e-05
lh_inferiortemporal-rh_transversetemporal,-2.2738281769732e-05,-2.75593006359349e-05,-4.42160396167131e-05,-4.0157262372909e-05,-1.39691161075266e-05
lh_inferiortemporal-rh_insula,-1.92457422714989e-05,-1.78123429239432e-05,-4.93040617396521e-05,-7.02004120203401e-05,-7.68312706972329e-05
lh_isthmuscingulate-lh_lateraloccipital,3.21072011100412e-06,1.65474397703144e-05,1.41766871496439e-05,4.59793613256904e-06,3.35714316163106e-05
lh_isthmuscingulate-lh_lateralorbitofrontal,5.37467815060685e-06,2.51652236916834e-05,9.35366131992974e-06,-2.41856142751141e-05,6.54467372694975e-06
lh_isthmuscingulate-lh_lingual,-5.35397810885616e-06,1.40918278975167e-07,-1.31386942885247e-05,5.67534929555246e-06,1.516696316112e-05
lh_isthmuscingulate-lh_medialorbitofrontal,3.20018851853281e-07,1.79583182964349e-05,1.09277152041187e-05,1.6086979222325e-06,4.54904436989968e-05
lh_isthmuscingulate-lh_middletemporal,3.92877019727795e-06,2.51960166155593e-05,8.07186271072137e-06,-1.54769881324062e-05,1.39397460282778e-05
lh_isthmuscingulate-lh_parahippocampal,9.07429165696828e-07,1.53795653702172e-05,4.39405815739444e-06,-8.7630940334959e-06,2.92328058288003e-05
lh_isthmuscingulate-lh_paracentral,-5.68061590413899e-07,1.55136085374679e-05,-3.29127735867706e-06,-3.48154765935744e-05,-2.42823655803322e-05
lh_isthmuscingulate-lh_parsopercularis,9.61110009542045e-06,3.47886198108579e-05,2.30642352678323e-05,-1.24455639213453e-05,1.7360969616358e-06
lh_isthmuscingulate-lh_parsorbitalis,5.61391735873001e-06,3.30753182583602e-05,3.50110657711422e-05,2.44341189898794e-05,3.8281694511595e-05
lh_isthmuscingulate-lh_parstriangularis,7.14036912211713e-06,2.8931912860748e-05,1.3349069916651e-05,-1.98688468895973e-05,-3.11334625299539e-06
lh_isthmuscingulate-lh_pericalcarine,-2.21771238671766e-06,1.02288059102318e-06,-1.12854228789664e-05,2.89448860443187e-05,-6.94329736803354e-06
lh_isthmuscingulate-lh_postcentral,-1.24135524145728e-06,1.02887447319245e-05,-1.3041165856684e-05,-3.91563973748416e-05,-3.76293982978495e-05
lh_isthmuscingulate-lh_posteriorcingulate,-1.87757900932541e-05,-2.77624559847242e-05,-6.50216824284457e-05,-0.000102828690310271,-0.000141382401776075
lh_isthmuscingulate-lh_precentral,9.62917021597372e-06,3.2991299516672e-05,9.53068056756913e-06,-4.18581552440024e-05,-4.33456855378752e-05
lh_isthmuscingulate-lh_precuneus,7.23741392483668e-06,2.78217093166075e-05,1.72260945823507e-05,-1.44935159669474e-05,1.19833065787452e-05
lh_isthmuscingulate-lh_rostralanteriorcingulate,-1.2540790218412e-05,-5.19694407317948e-06,-1.20608252679453e-05,-1.86196037577518e-05,-1.57257217791383e-05
lh_isthmuscingulate-lh_rostralmiddlefrontal,1.09397538758376e-05,3.28715417287182e-05,1.27814908356915e-05,-2.28855033141433e-05,-9.93833300682278e-07
lh_isthmuscingulate-lh_superiorfrontal,8.80259996231764e-06,3.31112420343058e-05,7.26681866657557e-06,-2.84027866672806e-05,-5.98197373586486e-06
lh_isthmuscingulate-lh_superiorparietal,1.29057499845012e-05,4.2428455926392e-05,4.99821876730205e-05,3.39248008964246e-05,5.01718808030221e-05
lh_isthmuscingulate-lh_superiortemporal,4.75795087992205e-06,2.68492260146084e-05,5.52236428314326e-08,-4.59623811835656e-05,-4.73705259650014e-05
lh_isthmuscingulate-lh_supramarginal,9.98196536026256e-06,3.29772600691454e-05,1.75158965780449e-05,-1.54542698157577e-05,1.37680731376226e-05
lh_isthmuscingulate-lh_frontalpole,-5.69898038346439e-06,8.42767051900483e-06,5.73135554753692e-06,2.53350019351867e-05,3.93146194654788e-05
lh_isthmuscingulate-lh_temporalpole,-3.63941542323008e-07,2.25500012790991e-05,-1.28732386718778e-06,-1.84894577539294e-05,5.14351063203956e-05
lh_isthmuscingulate-lh_transversetemporal,-9.7758322205045e-06,-2.74217608666515e-06,-1.62183481356639e-05,-4.56404332466878e-05,-3.56540653537889e-05
lh_isthmuscingulate-lh_insula,-3.75993622842706e-06,1.18094788181408e-05,-8.43165990158875e-06,-4.43847885789191e-05,-6.56333256776062e-05
lh_isthmuscingulate-rh_bankssts,-7.94310591178644e-07,1.44550079711646e-05,4.59595658378287e-06,-2.50689700096817e-05,-2.79557441402079e-05
lh_isthmuscingulate-rh_caudalanteriorcingulate,-1.25529730594729e-05,-1.67727994180112e-05,-2.67029883197946e-05,-5.7840467215288e-05,-6.93586146599166e-05
lh_isthmuscingulate-rh_caudalmiddlefrontal,1.19415240583749e-05,3.99975326165541e-05,3.34739498167357e-05,4.35383479221425e-06,1.69234789974517e-05
lh_isthmuscingulate-rh_cuneus,-8.43786085403223e-06,-1.05346367781037e-05,-5.27235507113905e-05,-3.29310163998401e-05,6.10035558496702e-06
lh_isthmuscingulate-rh_entorhinal,-3.70071324817256e-06,5.80942532312217e-06,-2.22667076922344e-05,-5.1462098311513e-05,-2.75645453535333e-05
lh_isthmuscingulate-rh_fusiform,3.17168764253523e-06,2.34735611929495e-05,1.63308040906075e-05,-1.41077846696093e-05,1.17284620067093e-05
lh_isthmuscingulate-rh_inferiorparietal,6.5199230973791e-06,2.61753760563763e-05,7.28342050062117e-06,-3.89874243963296e-05,-2.38392485714574e-05
lh_isthmuscingulate-rh_inferiortemporal,5.90037222443874e-06,2.82225526354827e-05,1.47769318431674e-05,-2.26364742825217e-05,-5.83158509141424e-06
lh_isthmuscingulate-rh_isthmuscingulate,-3.62820137161616e-06,-7.3898108562952e-07,1.07099938220749e-05,4.05308466080772e-05,5.49091402823921e-05
lh_isthmuscingulate-rh_lateraloccipital,2.67283464378462e-06,1.7730676947189e-05,1.94621798339677e-05,1.63091206600529e-05,6.04816699240324e-05
lh_isthmuscingulate-rh_lateralorbitofrontal,2.70270267307481e-06,2.13433767820129e-05,9.77534866213742e-06,-2.12688152204707e-05,-1.99030271408009e-06
lh_isthmuscingulate-rh_lingual,-7.12437400079446e-06,-5.567192320689e-06,-3.32047985217374e-05,-3.03763887828322e-05,-3.46847669716333e-05
lh_isthmuscingulate-rh_medialorbitofrontal,6.17268409614086e-07,2.30736621583157e-05,2.34393074531965e-05,1.86546404025614e-05,6.69756573407717e-05
lh_isthmuscingulate-rh_middletemporal,3.67615726216152e-06,2.77939484209151e-05,2.15481241404118e-05,9.18821102503534e-06,5.27208715081478e-05
lh_isthmuscingulate-rh_parahippocampal,-3.26867625807059e-06,5.05974838769075e-06,-1.71741543118014e-05,-4.23459583164553e-05,-1.66987357872669e-05
lh_isthmuscingulate-rh_paracentral,-8.65508364848185e-07,1.47721515921665e-05,-3.68806307285092e-06,-3.72091374885971e-05,-1.99130338262523e-05
lh_isthmuscingulate-rh_parsopercularis,1.00197484102505e-05,3.75886740913858e-05,3.70823394984746e-05,8.63807368140201e-06,1.80519653838937e-05
lh_isthmuscingulate-rh_parsorbitalis,6.65587111943304e-06,3.49273596571026e-05,4.0884225780941e-05,3.17862227547587e-05,5.30807739732471e-05
lh_isthmuscingulate-rh_parstriangularis,1.10621968076558e-05,3.71682738233931e-05,3.47069640470954e-05,1.35090615255568e-05,4.22320366160782e-05
lh_isthmuscingulate-rh_pericalcarine,-3.14062548224057e-06,-5.3256396490981e-06,-3.07255998786794e-05,2.73325878626388e-06,-2.69090223081414e-05
lh_isthmuscingulate-rh_postcentral,-5.72251547837579e-07,1.60301024500494e-05,9.26206832639524e-06,5.45229253471725e-06,2.57210475249471e-05
lh_isthmuscingulate-rh_posteriorcingulate,-1.5491306390432e-05,-1.98912317002749e-05,-3.94782700135746e-05,-5.58281868825076e-05,-6.25521829527907e-05
lh_isthmuscingulate-rh_precentral,9.12646029865591e-06,3.48253068818383e-05,1.9256818703503e-05,-2.36599474208129e-05,-2.41502182276882e-05
lh_isthmuscingulate-rh_precuneus,4.25359373123557e-06,2.1051312559981e-05,1.59342901088472e-06,-4.60995463360486e-05,-3.88633292441069e-05
lh_isthmuscingulate-rh_rostralanteriorcingulate,-1.12711350183949e-05,-9.08668755189543e-06,-1.39507855809559e-05,-6.53754205851881e-06,2.77558377259291e-06
lh_isthmuscingulate-rh_rostralmiddlefrontal,1.08437894061887e-05,3.43214720150196e-05,2.0629197520173e-05,-8.57021455407369e-06,1.54646618933083e-05
lh_isthmuscingulate-rh_superiorfrontal,6.77880541590905e-06,2.91282764562098e-05,4.48951456724719e-06,-3.26378062780704e-05,-1.39284288427989e-05
lh_isthmuscingulate-rh_superiorparietal,1.16337358752544e-05,4.08648873194046e-05,4.81286824312233e-05,3.07390625247344e-05,3.61436062258911e-05
lh_isthmuscingulate-rh_superiortemporal,4.93999454018526e-06,3.23482859245525e-05,2.07364931793858e-05,-1.13705185525125e-05,-4.65015318424683e-06
lh_isthmuscingulate-rh_supramarginal,9.92532474546919e-06,3.57758072581398e-05,2.7133805464056e-05,-3.85918024943742e-06,2.15703223657653e-05
lh_isthmuscingulate-rh_frontalpole,-7.57773015645607e-06,6.19681484642169e-06,7.07438089183964e-06,3.34476658848057e-05,6.60796483572931e-05
lh_isthmuscingulate-rh_temporalpole,-6.14885844333732e-07,2.18096473977952e-05,-3.62381043534996e-06,-2.48354693783911e-05,4.49840363944796e-05
lh_isthmuscingulate-rh_transversetemporal,-1.11127017848449e-05,-4.95414495129912e-06,-1.99011123490684e-05,-5.64073935887566e-05,-5.03739122458166e-05
lh_isthmuscingulate-rh_insula,-1.07116668678806e-05,-2.05648986762015e-06,-3.17005989745204e-05,-7.27840520054807e-05,-9.33048407150621e-05
lh_lateraloccipital-lh_lateralorbitofrontal,-9.09609839860524e-06,3.55836015993588e-06,-1.40795758882767e-05,-1.38630148005399e-06,-1.45511992326681e-05
lh_lateraloccipital-lh_lingual,-5.73748798439908e-06,-6.51219835328897e-07,-3.65390081456933e-05,-4.42990716391767e-05,-3.81233375388923e-05
lh_lateraloccipital-lh_medialorbitofrontal,-7.13874369910987e-06,1.25046682765715e-05,3.06911133299008e-05,6.96772983649736e-05,6.2474642032007e-05
lh_lateraloccipital-lh_middletemporal,-2.16065452758037e-06,1.90276911716477e-05,-1.58736427813445e-06,-1.32821481242635e-05,-7.9619306881028e-05
lh_lateraloccipital-lh_parahippocampal,-6.90065648913711e-06,2.31978128348372e-06,-1.64255567534179e-07,9.10568492902618e-06,1.3925921510833e-05
lh_lateraloccipital-lh_paracentral,-3.85563241346726e-06,1.02700764545855e-05,-1.76352999651605e-06,2.15321780660622e-06,5.47716047860619e-06
lh_lateraloccipital-lh_parsopercularis,5.23406236247689e-07,1.63040540420043e-05,-1.26158777197635e-05,-1.88157132259231e-05,-7.73509129155033e-05
lh_lateraloccipital-lh_parsorbitalis,-3.1747475801948e-06,1.61880323555462e-05,1.49159180729695e-05,2.50534349462248e-05,-2.91972428336603e-05
lh_lateraloccipital-lh_parstriangularis,-6.60929371236877e-06,3.58369047590417e-06,-2.58741635164355e-05,-2.15343367871186e-05,-5.67811095942722e-05
lh_lateraloccipital-lh_pericalcarine,1.66072762060308e-06,1.18173501505503e-05,-2.7041322582215e-06,1.94614397856107e-05,2.26136770507552e-07
lh_lateraloccipital-lh_postcentral,-1.31769304909988e-05,-9.78479041778666e-06,-4.22829679377786e-05,-8.53899125962339e-05,-0.0001374036158303
lh_lateraloccipital-lh_posteriorcingulate,-1.66561765201134e-05,-1.03451861804447e-05,-2.65472691913348e-05,-5.57824181321802e-05,-4.52173974983446e-05
lh_lateraloccipital-lh_precentral,7.94388406626397e-06,2.98472563728951e-05,7.72894727667006e-06,3.44326267977496e-06,-1.53838364361663e-05
lh_lateraloccipital-lh_precuneus,-2.71009164211724e-06,1.30589863030334e-05,3.53278958068432e-06,1.72721819975668e-05,2.95626108813188e-06
lh_lateraloccipital-lh_rostralanteriorcingulate,-2.05680963936225e-05,-6.39122107718572e-06,7.35540998519531e-06,4.87696391171023e-05,6.53999666368719e-05
lh_lateraloccipital-lh_rostralmiddlefrontal,-8.62863004079251e-06,3.32691973066114e-06,-2.52531808487835e-05,9.22585764430922e-08,-2.65197808254674e-05
lh_lateraloccipital-lh_superiorfrontal,-2.07159367172377e-06,1.59096975080906e-05,-7.01098283832227e-06,1.67696642065451e-05,6.53182677527532e-06
lh_lateraloccipital-lh_superiorparietal,-6.28451426912084e-06,5.16872152387168e-06,-2.16481359435473e-05,-3.02266217752741e-05,-7.43628656182872e-05
lh_lateraloccipital-lh_superiortemporal,4.2854352223437e-06,2.96382463142576e-05,1.46563381780127e-05,5.38930788320355e-06,-6.987404430785e-05
lh_lateraloccipital-lh_supramarginal,8.0036591094269e-08,1.74675421691503e-05,-8.63608137827357e-06,4.30235562720885e-07,-4.0867467724807e-05
lh_lateraloccipital-lh_frontalpole,-1.41081152507163e-05,-1.10548290098786e-05,-1.63826911987022e-05,1.24447627253606e-05,-3.93115540553814e-05
lh_lateraloccipital-lh_temporalpole,2.03239828735976e-06,2.60652981643547e-05,7.18693893096318e-06,-5.13684351408194e-06,2.40055053539111e-05
lh_lateraloccipital-lh_transversetemporal,-1.20775721896905e-05,-6.98961781156257e-06,-2.05769473660628e-05,-2.10619256288079e-05,-2.76901310850227e-05
lh_lateraloccipital-lh_insula,-2.72974810292851e-07,1.84344261093799e-05,8.33254991349063e-06,2.4710785143225e-05,1.95943075478163e-05
lh_lateraloccipital-rh_bankssts,-6.64721544143414e-06,3.69061723143627e-06,-2.82073275427874e-06,5.59119419524149e-06,-2.45290403037447e-05
lh_lateraloccipital-rh_caudalanteriorcingulate,-1.72903332609189e-05,-1.50935026662283e-05,-3.08169328977687e-05,-9.57440567838941e-05,-0.000114692012124072
lh_lateraloccipital-rh_caudalmiddlefrontal,-1.18035103265182e-06,1.4682078219939e-05,-2.52159327508896e-06,1.27346098230326e-05,-4.75846941923903e-06
lh_lateraloccipital-rh_cuneus,-8.18496655134178e-06,-1.54935891813985e-05,-7.30630346458669e-05,-6.24083638008367e-05,-2.04363578977758e-05
lh_lateraloccipital-rh_entorhinal,-8.35932429802732e-07,1.42990637721906e-05,1.2196639137428e-05,2.19721599287059e-05,2.88569603818812e-05
lh_lateraloccipital-rh_fusiform,-1.45749602419877e-06,2.36618256538054e-05,3.30526450184246e-05,6.8157461622195e-05,8.33198596024725e-05
lh_lateraloccipital-rh_inferiorparietal,-6.63406155497781e-06,5.08888550723912e-06,-1.95149150161482e-05,-1.00708946855171e-05,-4.28559419958971e-05
lh_lateraloccipital-rh_inferiortemporal,1.19468010639451e-06,2.96112656824011e-05,4.30976877930784e-05,6.96096718603313e-05,5.7062287126246e-05
lh_lateraloccipital-rh_isthmuscingulate,1.17604651421522e-06,1.54336111094842e-05,1.66028473777378e-05,2.35555535391058e-05,6.28799003899079e-05
lh_lateraloccipital-rh_lateraloccipital,-1.38456819323122e-05,-8.37968431174176e-06,-2.05878383841357e-05,-2.84803958328575e-05,-3.65009966711568e-05
lh_lateraloccipital-rh_lateralorbitofrontal,-9.90570473045878e-06,6.98178857375568e-06,6.79071960693686e-06,2.71284384967614e-05,1.69366930583468e-05
lh_lateraloccipital-rh_lingual,-7.305490124058e-07,8.4793516198868e-06,-1.50957069171854e-05,-3.99847692853338e-06,2.32342279908803e-05
lh_lateraloccipital-rh_medialorbitofrontal,-1.04286777239768e-05,8.72735788151833e-06,2.7532362356527e-05,7.15593363291754e-05,6.78671609664643e-05
lh_lateraloccipital-rh_middletemporal,-1.99700633972256e-06,2.11641424596229e-05,1.63484860483499e-05,2.26564534389204e-05,-1.64605122186748e-05
lh_lateraloccipital-rh_parahippocampal,-1.1468433685549e-05,-7.18785894886463e-06,-1.81692532093047e-05,-1.78223125304607e-05,-1.03557076245765e-05
lh_lateraloccipital-rh_paracentral,-1.05661007919184e-05,-7.22959738523109e-06,-4.56974368079648e-05,-7.8083995776114e-05,-0.000108920664042487
lh_lateraloccipital-rh_parsopercularis,-1.35115613695241e-07,1.75100975645402e-05,4.08028549681446e-06,7.8010935701034e-06,-4.52360228658496e-05
lh_lateraloccipital-rh_parsorbitalis,-2.07532929240049e-06,1.90705838307894e-05,2.87003869868036e-05,5.10551573661278e-05,1.63759166079728e-05
lh_lateraloccipital-rh_parstriangularis,-7.64438126756235e-06,-2.44405083949999e-06,-4.08762741548216e-05,-5.53332509590488e-05,-0.000119377082788568
lh_lateraloccipital-rh_pericalcarine,3.60323448947215e-06,9.05361407086232e-06,-1.34323383211592e-05,4.09089483369256e-06,5.74306791617044e-06
lh_lateraloccipital-rh_postcentral,-1.11859021082498e-05,-4.60726607915654e-06,-2.5685963943597e-05,-6.00050062998225e-05,-0.000105497012263137
lh_lateraloccipital-rh_posteriorcingulate,-1.351360676763e-05,-3.53698981054134e-06,-1.13424900336396e-05,-3.65199492628326e-05,-4.25815243769433e-06
lh_lateraloccipital-rh_precentral,2.72044299184852e-06,2.04311498380411e-05,-1.66586531131611e-06,-1.11804941085515e-05,-3.58717362563824e-05
lh_lateraloccipital-rh_precuneus,-3.24010673821532e-06,1.46083405593092e-05,1.46590666144618e-05,3.1681018672701e-05,2.43167415972617e-05
lh_lateraloccipital-rh_rostralanteriorcingulate,-2.08217478640521e-05,-1.35191931285524e-05,-5.51107742816492e-06,3.60754166008443e-05,3.32557325237214e-05
lh_lateraloccipital-rh_rostralmiddlefrontal,-1.36167175018249e-05,-8.61966078098145e-06,-4.16418160713764e-05,-3.098781464282e-05,-7.66820974425532e-05
lh_lateraloccipital-rh_superiorfrontal,-5.00260370920301e-06,9.76836235444472e-06,-8.20789720782346e-06,1.55090067360746e-05,6.83605569960923e-06
lh_lateraloccipital-rh_superiorparietal,-9.47025810518794e-06,-6.47180278490657e-07,-2.71377303779225e-05,-4.64815672144239e-05,-0.000103628010068805
lh_lateraloccipital-rh_superiortemporal,5.94322948862371e-06,3.71620129431683e-05,4.51521851106038e-05,5.9406015151118e-05,1.12952300628038e-05
lh_lateraloccipital-rh_supramarginal,1.85185995549327e-06,2.50366224952834e-05,2.13784576174284e-05,4.73984159674014e-05,3.0273415994084e-05
lh_lateraloccipital-rh_frontalpole,-1.82034025476831e-05,-1.743583696183e-05,-1.95942898390349e-05,1.05277357265266e-05,-2.80031865235914e-05
lh_lateraloccipital-rh_temporalpole,1.88707418183926e-06,2.44910625153028e-05,4.42333669685479e-06,-1.31035930730752e-05,1.71192216262272e-05
lh_lateraloccipital-rh_transversetemporal,-1.53533733300644e-05,-1.50461096882548e-05,-3.78575269028025e-05,-5.55279907315719e-05,-7.03295275706592e-05
lh_lateraloccipital-rh_insula,-5.82289224254231e-06,7.33754778999303e-06,-1.12471348557664e-05,-1.48043374567978e-06,-7.36432487751602e-06
lh_lateralorbitofrontal-lh_lingual,-3.16582883469698e-06,1.38325873302004e-05,-2.1336691736233e-05,2.89018873979363e-06,-3.29750900727414e-07
lh_lateralorbitofrontal-lh_medialorbitofrontal,-1.10164361582021e-05,-3.97161161473674e-06,-5.17340647450645e-06,-2.14185438111349e-05,-2.38742083224572e-05
lh_lateralorbitofrontal-lh_middletemporal,-1.70977118822061e-05,-9.57250170705313e-06,3.34934535353621e-06,1.15078921239142e-05,3.71653826697091e-05
lh_lateralorbitofrontal-lh_parahippocampal,-9.76408393133384e-06,-1.06303756000988e-05,-2.38952367094144e-05,-3.44002503559235e-05,-1.18688445969584e-05
lh_lateralorbitofrontal-lh_paracentral,-1.56647242656761e-05,-6.25385460385989e-06,-4.23284000724959e-06,-1.82515765160453e-06,-1.97568536364673e-05
lh_lateralorbitofrontal-lh_parsopercularis,-1.64094290004265e-05,-1.45941044828582e-05,-1.82614482041513e-05,-2.91854832445017e-05,-4.12348072599151e-05
lh_lateralorbitofrontal-lh_parsorbitalis,-1.02229514031105e-05,4.17876303869034e-06,2.07315028263235e-05,2.50724546916813e-05,1.51106983915131e-05
lh_lateralorbitofrontal-lh_parstriangularis,-1.46469779203894e-05,-1.02708034601594e-05,-1.07810617081773e-05,-1.32225207739093e-05,-1.27530115567755e-05
lh_lateralorbitofrontal-lh_pericalcarine,1.42689229083627e-06,1.80276803624725e-05,-2.07251857584438e-05,3.20730990681538e-06,-3.51531455350352e-05
lh_lateralorbitofrontal-lh_postcentral,-1.62700562284294e-05,-8.4825324530593e-06,-2.38806338492745e-05,-3.87244057116981e-05,-6.68569169610612e-05
lh_lateralorbitofrontal-lh_posteriorcingulate,-9.20561813140313e-06,8.29293482225462e-06,2.11317190366101e-05,-2.10188345751614e-05,1.57420542511825e-05
